event_id,user_id,known_device,location_deviation,failed_login_count,recent_password_reset,mfa_verified,phone_change_frequency,login_time_deviation,trust_score,label
E004818,S1542,0,0.1842,1,0,0,1,0.0951,45,0
E004819,S4085,1,0.0664,0,1,1,0,0.2328,73,0
E004820,S3119,1,0.0618,1,1,1,0,0.1717,76,0
E004821,S0976,1,0.1095,0,0,1,0,0.0371,83,0
E004822,S0205,0,0.5371,1,0,1,5,0.5536,41,1
E004823,S3062,1,0.361,0,1,1,0,0.1126,63,1
E004824,S1796,0,0.3255,0,1,1,1,0.4324,69,1
E004825,S2832,1,0.1753,0,0,1,1,0.1129,86,0
E004826,S2515,0,0.0491,0,0,1,0,0.1694,64,0
E004827,S3692,1,0.1686,0,0,1,0,0.0208,85,0
E004828,S1362,1,0.1627,1,1,1,0,0.0938,83,0
E004829,S0989,0,0.1925,1,0,1,0,0.1046,64,1
E004830,S0065,0,0.4002,0,0,0,7,0.6677,32,0
E004831,S2210,1,0.2072,0,0,1,0,0.05,71,0
E004832,S2155,1,0.2411,2,0,1,1,0.5027,30,0
E004833,S1735,1,0.0382,0,0,1,0,0.1023,73,0
E004834,S3503,1,0.0279,0,1,1,0,0.1667,69,0
E004835,S0236,0,0.4971,1,1,0,3,0.8467,12,1
E004836,S3615,1,0.0267,1,0,1,0,0.1492,83,0
E004837,S3532,0,0.1087,0,0,1,0,0.0561,85,0
E004838,S1287,1,0.1911,1,1,1,0,0.2762,67,0
E004839,S0116,1,0.4607,0,1,1,1,0.2645,21,1
E004840,S2383,1,0.0374,0,0,1,1,0.218,91,0
E004841,S3019,1,0.0914,0,1,1,0,0.0541,61,0
E004842,S4115,1,0.0726,0,0,1,0,0.2269,100,1
E004843,S2037,1,0.0145,0,0,1,0,0.0577,80,0
E004844,S3235,0,0.1084,0,1,1,0,0.1431,62,0
E004845,S3239,1,0.0945,0,1,1,0,0.1175,64,0
E004846,S0341,1,0.0685,0,0,1,0,0.095,85,0
E004847,S1998,1,0.0812,0,0,1,0,0.0853,88,0
E004848,S0576,1,0.0377,0,0,1,0,0.1544,72,0
E004849,S0130,1,0.6618,2,1,0,4,0.846,33,1
E004850,S0117,1,0.7541,2,0,0,3,0.9509,34,1
E004851,S2191,1,0.0799,0,0,1,0,0.0384,97,0
E004852,S0098,1,0.6041,1,0,1,0,0.3394,46,0
E004853,S1957,1,0.0306,0,0,1,0,0.0316,85,0
E004854,S2201,1,0.0269,0,0,1,0,0.4435,92,0
E004855,S1612,1,0.0477,0,0,1,0,0.0555,78,0
E004856,S2636,1,0.1783,0,1,1,0,0.4382,54,1
E004857,S1341,1,0.0169,0,1,1,0,0.1275,94,0
E004858,S0734,1,0.2015,0,1,1,0,0.1131,75,0
E004859,S3796,1,0.1294,0,0,1,0,0.023,90,0
E004860,S4188,1,0.0298,0,0,1,0,0.3864,67,0
E004861,S3370,1,0.0423,0,1,0,1,0.1831,68,1
E004862,S3895,1,0.1747,1,0,1,0,0.0714,85,0
E004863,S2021,1,0.0747,0,1,0,0,0.0143,70,0
E004864,S2112,1,0.0188,0,0,1,0,0.0544,77,0
E004865,S0759,1,0.1108,0,1,1,0,0.0246,70,0
E004866,S3494,1,0.0372,0,0,1,0,0.0807,82,0
E004867,S3589,0,0.0526,0,0,1,0,0.2796,90,0
E004868,S2789,1,0.044,0,0,1,0,0.1827,94,0
E004869,S1100,1,0.109,0,0,1,1,0.0527,84,1
E004870,S1447,1,0.0551,1,1,1,0,0.0625,79,0
E004871,S3022,0,0.0455,0,1,1,1,0.266,67,0
E004872,S0899,1,0.0529,0,0,1,0,0.0462,89,0
E004873,S3275,1,0.0434,1,1,1,0,0.1041,91,0
E004874,S0287,1,0.0314,0,0,1,0,0.0611,91,0
E004875,S0290,1,0.098,0,0,1,0,0.0399,86,0
E004876,S2775,0,0.8176,3,1,1,0,0.803,52,1
E004877,S3437,1,0.137,0,0,1,1,0.0732,89,0
E004878,S2643,1,0.0559,0,0,1,0,0.4018,70,1
E004879,S0490,0,0.0612,0,0,1,0,0.1842,69,0
E004880,S3511,1,0.0536,0,0,1,0,0.1059,85,1
E004881,S3696,1,0.1103,0,0,1,0,0.1615,54,0
E004882,S2109,1,0.0574,0,0,1,0,0.1725,68,0
E004883,S0838,1,0.0458,0,0,1,0,0.0567,85,0
E004884,S2103,1,0.1267,0,0,1,0,0.0855,65,0
E004885,S3600,1,0.2888,1,0,1,0,0.3555,50,0
E004886,S3262,1,0.165,0,0,1,0,0.0771,96,0
E004887,S0257,1,0.0548,0,0,1,0,0.0153,77,0
E004888,S0951,0,0.4988,2,0,0,0,0.6741,43,1
E004889,S3952,1,0.0277,0,1,1,0,0.0837,46,0
E004890,S3845,1,0.0325,0,0,1,0,0.1044,84,0
E004891,S1787,1,0.1408,0,0,0,0,0.2805,100,0
E004892,S0854,0,0.5248,0,1,1,0,0.4957,56,0
E004893,S1865,1,0.0477,0,0,1,0,0.0912,73,0
E004894,S0121,0,0.9505,2,1,0,8,0.6956,26,1
E004895,S1829,1,0.4407,0,1,1,0,0.3142,64,0
E004896,S3178,1,0.1127,0,1,0,0,0.2414,84,0
E004897,S0276,0,0.6343,2,1,1,3,0.5829,26,1
E004898,S0620,1,0.1224,0,0,1,0,0.0243,90,0
E004899,S3435,1,0.0431,0,0,1,0,0.3992,70,0
E004900,S3037,1,0.0714,0,0,1,0,0.2011,89,0
E004901,S0692,0,0.5194,4,1,0,1,0.6374,35,1
E004902,S0301,1,0.0532,0,0,1,0,0.1089,56,0
E004903,S1529,1,0.1709,1,0,1,0,0.1538,99,0
E004904,S2571,0,0.5207,2,1,0,0,0.6017,32,1
E004905,S3495,0,0.5222,0,1,0,0,0.3978,43,1
E004906,S0135,1,0.4344,3,0,1,6,0.3596,36,1
E004907,S1454,1,0.0693,0,1,1,0,0.0554,59,0
E004908,S3444,1,0.1,0,1,1,0,0.256,53,0
E004909,S0386,1,0.1445,0,0,1,0,0.0266,68,0
E004910,S3790,0,0.3784,2,0,0,1,0.4561,67,0
E004911,S1137,0,0.2896,0,0,0,1,0.1648,48,0
E004912,S1553,1,0.0568,0,1,1,0,0.0445,93,0
E004913,S0068,1,0.2468,0,0,0,6,0.327,44,1
E004914,S3957,0,0.5986,0,0,0,0,0.733,69,1
E004915,S2353,0,0.5021,0,1,0,1,0.2683,66,1
E004916,S3562,1,0.1948,0,0,1,0,0.0605,89,0
E004917,S0257,0,0.6503,6,1,0,6,0.8785,20,1
E004918,S3284,1,0.123,0,0,1,0,0.071,77,0
E004919,S1647,0,0.2233,0,0,1,0,0.2798,73,1
E004920,S0499,1,0.1819,0,0,1,0,0.1777,89,0
E004921,S0787,0,0.2187,0,0,1,1,0.761,54,0
E004922,S0291,0,0.4862,0,0,1,3,0.0999,47,1
E004923,S3834,1,0.209,0,1,1,0,0.1832,52,0
E004924,S3379,1,0.0662,0,0,1,0,0.0256,93,0
E004925,S0635,1,0.2486,0,0,1,0,0.0501,61,0
E004926,S1798,1,0.2215,0,0,1,0,0.5212,77,0
E004927,S3965,0,0.0185,0,1,1,0,0.114,100,1
E004928,S3592,1,0.171,0,0,1,0,0.5671,32,0
E004929,S2806,0,0.0392,0,1,1,1,0.0689,68,0
E004930,S3801,0,0.1991,0,0,0,0,0.1281,73,0
E004931,S0967,0,0.1892,0,0,1,0,0.0951,55,0
E004932,S0187,0,0.3543,0,0,1,4,0.6066,26,1
E004933,S2427,1,0.0989,0,0,1,0,0.0912,80,0
E004934,S0155,1,0.1105,0,0,1,0,0.6219,75,0
E004935,S1087,1,0.0386,2,1,1,0,0.2662,66,0
E004936,S0189,1,0.4614,0,0,1,2,0.4907,27,1
E004937,S2274,1,0.0389,0,0,1,1,0.0193,90,0
E004938,S1071,1,0.198,0,0,1,0,0.5357,79,1
E004939,S3917,0,0.5684,0,0,1,2,0.2576,69,1
E004940,S2212,0,0.089,0,0,1,0,0.0253,64,0
E004941,S0534,0,0.2491,2,0,1,2,0.1539,50,0
E004942,S2108,1,0.113,0,0,1,0,0.012,93,0
E004943,S1591,1,0.0337,1,0,1,0,0.0079,82,0
E004944,S3314,1,0.0637,0,0,1,0,0.1236,95,0
E004945,S0104,1,0.1109,0,0,1,0,0.0922,84,0
E004946,S0202,0,0.2899,1,1,1,0,0.1289,65,0
E004947,S0627,1,0.0453,0,0,1,0,0.0999,78,0
E004948,S0049,1,0.0715,0,0,1,0,0.1789,87,0
E004949,S0734,1,0.048,1,0,1,0,0.1454,71,0
E004950,S3202,1,0.1793,0,0,1,0,0.0538,70,0
E004951,S3475,1,0.0675,0,0,0,0,0.0726,93,0
E004952,S3814,1,0.2651,0,0,1,0,0.0735,76,0
E004953,S2637,1,0.1053,0,0,1,0,0.0324,86,0
E004954,S0950,1,0.1341,1,0,1,1,0.1341,76,0
E004955,S0044,0,0.784,3,1,0,1,0.593,1,1
E004956,S1446,1,0.0191,0,0,1,0,0.4509,87,0
E004957,S3762,1,0.0958,0,0,1,0,0.1309,72,0
E004958,S3220,1,0.0369,0,0,0,0,0.5431,76,0
E004959,S3039,1,0.3529,0,0,0,0,0.3211,49,1
E004960,S2136,1,0.151,0,0,1,0,0.6004,81,0
E004961,S1165,1,0.1124,0,0,1,0,0.1329,97,0
E004962,S0134,0,0.679,3,0,1,5,0.5221,48,0
E004963,S0642,1,0.299,0,1,1,0,0.4368,50,1
E004964,S0120,0,0.1261,0,0,1,2,0.2126,92,1
E004965,S3510,1,0.7344,2,1,0,1,0.5625,42,1
E004966,S3672,0,0.1027,0,0,1,0,0.0696,86,0
E004967,S3470,1,0.0392,0,0,1,0,0.1133,76,0
E004968,S0668,1,0.0671,1,0,1,0,0.1526,88,1
E004969,S0057,1,0.0164,0,0,1,0,0.0461,71,0
E004970,S0152,1,0.2861,2,1,0,6,0.1996,36,1
E004971,S2999,1,0.1964,0,0,1,1,0.1035,85,0
E004972,S0274,0,0.3065,0,0,1,2,0.5238,54,1
E004973,S0030,0,0.7866,4,1,1,4,0.8223,34,1
E004974,S0061,0,0.3848,1,0,0,7,0.3271,49,0
E004975,S0285,1,0.0362,0,0,1,0,0.019,86,0
E004976,S3793,1,0.1904,0,0,1,0,0.1615,91,0
E004977,S1428,0,0.2646,0,0,1,1,0.3707,64,1
E004978,S3750,0,0.5229,2,1,0,0,0.6587,22,1
E004979,S1236,1,0.2962,0,0,1,0,0.3831,51,1
E004980,S0116,1,0.1139,0,0,0,0,0.0816,64,0
E004981,S2265,1,0.0542,0,0,1,0,0.1478,90,0
E004982,S1069,0,0.3432,1,0,0,1,0.4346,43,0
E004983,S0054,1,0.6637,1,0,1,1,0.2563,44,1
E004984,S4151,1,0.1181,1,0,1,0,0.631,60,0
E004985,S3141,0,0.0517,1,0,1,0,0.0464,87,0
E004986,S2640,1,0.1558,0,0,1,0,0.0543,74,0
E004987,S4136,0,0.3929,3,0,0,0,0.6949,43,1
E004988,S0589,1,0.1462,0,0,1,0,0.0303,76,0
E004989,S1960,1,0.4645,0,0,1,0,0.141,51,0
E004990,S2339,1,0.0403,0,0,1,0,0.0382,86,0
E004991,S3437,0,0.0689,0,0,1,0,0.0613,69,0
E004992,S3902,0,0.0453,0,0,1,0,0.1122,66,0
E004993,S2809,1,0.0473,0,0,1,0,0.0832,97,0
E004994,S3894,1,0.2024,0,0,1,0,0.181,27,1
E004995,S0002,1,0.3103,0,0,0,4,0.6836,53,1
E004996,S0892,0,0.1061,0,0,1,0,0.1479,69,0
E004997,S0101,1,0.3496,0,0,1,5,0.2886,42,1
E004998,S1741,0,0.0746,0,0,1,0,0.0785,68,0
E004999,S2583,1,0.1572,0,0,1,1,0.0978,72,0
E005000,S1266,1,0.0365,0,0,1,0,0.0471,64,0
E005001,S1137,1,0.0646,0,0,1,0,0.0803,82,0
E005002,S0224,0,0.4072,2,0,1,0,0.3897,70,1
E005003,S3250,1,0.0671,0,0,1,0,0.1258,94,0
E005004,S3954,1,0.1172,0,0,1,0,0.1075,78,0
E005005,S0859,1,0.1445,0,0,1,0,0.0798,89,0
E005006,S2865,0,0.267,0,0,1,0,0.0964,75,0
E005007,S0045,0,0.3347,0,0,1,2,0.3106,21,1
E005008,S0211,1,0.5387,3,0,1,1,0.2901,31,1
E005009,S2134,1,0.0698,0,0,1,0,0.0806,79,0
E005010,S0511,0,0.0144,0,1,1,0,0.0472,76,0
E005011,S0228,1,0.1505,0,1,1,0,0.3729,53,0
E005012,S1289,1,0.2316,1,0,1,0,0.1753,74,0
E005013,S2339,0,0.3929,2,1,0,0,0.8913,37,1
E005014,S2293,0,0.2493,2,0,0,0,0.3103,57,0
E005015,S1138,1,0.0652,0,0,1,0,0.0418,71,0
E005016,S1638,1,0.0962,0,0,1,0,0.0095,77,0
E005017,S3686,0,0.0867,0,0,1,0,0.0826,83,0
E005018,S3956,1,0.2098,0,0,1,1,0.0891,86,0
E005019,S0878,0,0.0605,0,0,1,0,0.0797,50,0
E005020,S3248,0,0.3941,0,1,0,1,0.1897,73,0
E005021,S2761,0,0.2342,1,0,1,0,0.5983,80,1
E005022,S1607,1,0.1065,0,0,1,0,0.0639,90,0
E005023,S3777,0,0.0353,0,0,1,0,0.2216,80,0
E005024,S3380,1,0.0725,0,0,1,0,0.0657,79,0
E005025,S2860,1,0.1499,0,0,1,0,0.0404,65,0
E005026,S2665,1,0.0847,0,1,1,0,0.0445,52,0
E005027,S0201,0,0.93,4,0,0,7,0.7398,0,1
E005028,S3934,0,0.2968,0,0,0,1,0.5221,36,1
E005029,S1477,1,0.0948,0,0,1,0,0.0482,81,0
E005030,S1827,1,0.0699,0,0,1,2,0.0635,90,0
E005031,S4055,0,0.5969,3,1,0,0,0.6455,54,1
E005032,S2739,1,0.068,0,0,1,0,0.1611,73,0
E005033,S3573,1,0.0323,0,0,1,0,0.1349,80,0
E005034,S3870,0,0.0187,1,1,1,0,0.0289,75,0
E005035,S2639,1,0.1073,0,0,1,0,0.1628,69,0
E005036,S3726,0,0.0699,0,0,1,0,0.013,78,0
E005037,S3953,1,0.1374,0,0,1,0,0.3467,77,0
E005038,S2863,1,0.0589,1,0,1,0,0.1278,83,0
E005039,S0632,1,0.1568,0,0,1,0,0.035,75,0
E005040,S3888,1,0.0936,0,0,1,0,0.1267,67,0
E005041,S0428,1,0.0127,0,0,1,0,0.0525,81,0
E005042,S2667,1,0.2016,0,0,1,0,0.0388,68,0
E005043,S0431,0,0.2827,0,0,1,0,0.0728,44,0
E005044,S0045,1,0.3586,0,0,1,4,0.2525,40,1
E005045,S1683,1,0.4295,1,0,1,2,0.319,100,1
E005046,S0307,1,0.1469,0,0,1,0,0.0248,83,0
E005047,S4032,0,0.3969,3,1,1,0,0.9189,49,1
E005048,S0463,0,0.4595,0,0,0,1,0.2527,46,0
E005049,S0286,1,0.5576,0,0,1,3,0.6342,44,1
E005050,S0768,1,0.0628,0,0,1,0,0.4314,81,0
E005051,S1644,0,0.3593,0,0,1,0,0.3322,61,1
E005052,S2852,1,0.0295,0,0,1,0,0.0769,77,0
E005053,S0493,0,0.0256,0,1,1,0,0.1126,45,0
E005054,S0062,0,0.8668,5,1,1,8,0.7389,9,1
E005055,S3126,1,0.0682,0,0,1,0,0.5688,82,0
E005056,S0216,1,0.0676,1,0,1,0,0.0634,77,0
E005057,S0198,1,0.0941,1,0,1,0,0.1074,79,0
E005058,S0403,1,0.318,0,0,1,0,0.6331,82,0
E005059,S0588,1,0.0267,0,0,1,0,0.7138,73,0
E005060,S2520,1,0.0566,0,0,1,0,0.6812,100,0
E005061,S4092,1,0.0543,0,0,1,0,0.0749,86,0
E005062,S0092,0,0.8472,0,1,0,2,0.8178,40,1
E005063,S0207,0,0.2813,0,0,1,0,0.1005,74,0
E005064,S1445,0,0.7333,3,1,1,0,0.6264,35,1
E005065,S2741,1,0.0701,0,0,1,0,0.5711,84,0
E005066,S3711,1,0.1319,0,0,1,0,0.2012,91,0
E005067,S0158,0,0.7351,2,0,0,2,0.7095,8,0
E005068,S1629,0,0.7157,2,1,0,0,0.7753,14,1
E005069,S0296,0,0.3621,1,1,1,6,0.4332,29,0
E005070,S3544,0,0.3328,0,0,1,1,0.7578,59,0
E005071,S2577,1,0.0962,1,0,1,0,0.3741,75,0
E005072,S4050,1,0.0871,0,0,0,0,0.436,65,0
E005073,S3715,0,0.3692,2,1,1,2,0.475,68,1
E005074,S3318,0,0.3543,0,0,1,0,0.5474,75,1
E005075,S2245,1,0.1349,1,0,1,1,0.3863,35,0
E005076,S4059,1,0.0643,0,0,1,0,0.0697,78,0
E005077,S0469,1,0.0917,0,0,1,0,0.1836,60,0
E005078,S2395,1,0.0522,0,0,1,0,0.0209,87,0
E005079,S0159,1,0.6025,1,1,1,6,0.2185,64,1
E005080,S3788,0,0.5691,0,0,1,1,0.4454,50,0
E005081,S0755,1,0.0142,0,0,1,0,0.0219,78,0
E005082,S0014,0,0.8602,5,1,0,1,0.5442,23,1
E005083,S3344,0,0.0491,0,0,1,0,0.1716,64,0
E005084,S1707,1,0.0547,0,0,1,0,0.1234,65,0
E005085,S1138,1,0.059,1,1,1,1,0.0863,95,0
E005086,S3064,1,0.0269,0,0,1,0,0.4728,78,0
E005087,S1641,1,0.0368,0,0,1,0,0.4275,63,0
E005088,S0297,0,0.6713,5,1,1,4,0.7597,24,1
E005089,S1920,1,0.2037,0,0,1,0,0.2203,98,0
E005090,S0166,1,0.4099,1,1,1,1,0.3109,19,0
E005091,S3223,1,0.0224,0,0,1,0,0.0555,79,0
E005092,S3807,0,0.3092,1,1,1,2,0.2846,58,1
E005093,S0197,0,0.3223,0,1,1,3,0.314,32,1
E005094,S1294,0,0.5455,0,0,1,0,0.3186,67,0
E005095,S3344,0,0.5578,0,1,1,1,0.4731,78,0
E005096,S1030,0,0.3917,0,0,1,0,0.4874,84,0
E005097,S3734,1,0.2098,0,0,1,0,0.1019,100,0
E005098,S0235,0,0.1804,1,1,1,2,0.3826,54,0
E005099,S3937,0,0.6554,2,1,0,0,0.6671,38,1
E005100,S3924,0,0.0432,0,0,1,0,0.0815,68,0
E005101,S3520,0,0.5127,7,1,1,0,0.6846,37,1
E005102,S1065,1,0.3075,0,0,1,0,0.0508,73,0
E005103,S0199,1,0.0976,0,0,1,0,0.3616,74,0
E005104,S2896,0,0.3702,2,0,0,0,0.8795,53,1
E005105,S1979,1,0.0627,0,0,1,0,0.0899,69,0
E005106,S2951,1,0.1224,0,1,1,0,0.0312,60,0
E005107,S0636,1,0.4422,1,1,1,1,0.8107,46,1
E005108,S0182,0,0.5399,6,1,0,0,0.761,29,1
E005109,S1827,1,0.1893,0,0,1,0,0.0765,74,0
E005110,S2141,1,0.0687,0,0,1,0,0.0233,70,0
E005111,S0133,0,0.4616,1,0,1,1,0.5206,69,0
E005112,S4036,1,0.1039,0,0,1,0,0.0666,72,0
E005113,S3928,1,0.0587,0,0,1,0,0.4554,84,0
E005114,S1087,0,0.2092,0,0,1,0,0.0126,85,0
E005115,S0009,1,0.4823,1,0,1,3,0.2939,29,1
E005116,S3348,0,0.2991,0,0,1,0,0.0554,73,1
E005117,S0710,1,0.2149,0,1,1,0,0.4163,80,0
E005118,S4200,1,0.1202,0,0,1,0,0.5159,86,1
E005119,S3408,1,0.2498,0,0,0,0,0.772,69,0
E005120,S3344,1,0.1212,0,1,1,0,0.2599,66,0
E005121,S2866,1,0.2257,0,0,1,0,0.4953,57,0
E005122,S1493,1,0.2001,0,0,1,0,0.0473,80,0
E005123,S3205,1,0.0298,0,0,1,0,0.1888,65,0
E005124,S0833,1,0.0634,0,0,1,0,0.4625,60,0
E005125,S3442,1,0.1051,1,1,1,0,0.2708,74,0
E005126,S0795,1,0.1525,0,1,1,1,0.0973,92,0
E005127,S0389,1,0.1063,0,0,1,0,0.0733,79,0
E005128,S4050,0,0.2143,1,1,1,1,0.5583,46,1
E005129,S3350,1,0.1173,0,1,1,0,0.0796,70,1
E005130,S3659,0,0.0822,0,0,1,0,0.154,79,0
E005131,S0177,0,0.8042,5,1,0,3,0.7559,17,1
E005132,S0061,0,0.2409,2,0,1,3,0.2996,42,1
E005133,S2644,1,0.0048,0,0,1,0,0.0782,93,0
E005134,S1944,1,0.1105,0,0,1,0,0.0356,98,0
E005135,S0726,1,0.071,0,0,1,0,0.0847,82,1
E005136,S3067,1,0.1721,0,1,1,0,0.0461,73,0
E005137,S1808,1,0.0404,1,1,1,0,0.176,81,0
E005138,S3553,1,0.0927,0,0,1,0,0.1367,69,0
E005139,S2175,1,0.0857,1,0,1,0,0.6652,80,0
E005140,S3834,0,0.1949,1,0,1,0,0.0365,59,0
E005141,S2739,1,0.0748,0,1,1,0,0.0264,95,0
E005142,S3652,0,0.1587,0,0,1,0,0.0912,79,0
E005143,S3674,1,0.7829,2,0,1,1,0.5691,38,1
E005144,S0150,1,0.4092,0,1,0,1,0.5048,31,1
E005145,S2656,0,0.1611,0,0,1,0,0.0321,68,0
E005146,S1316,0,0.2859,0,0,0,0,0.5385,95,0
E005147,S2943,0,0.052,0,1,1,1,0.0899,57,0
E005148,S4125,1,0.072,0,0,1,0,0.0672,66,0
E005149,S3002,1,0.162,0,0,1,0,0.6819,76,0
E005150,S1802,1,0.1938,0,0,1,0,0.0897,83,0
E005151,S0709,1,0.0066,0,1,1,0,0.0346,73,0
E005152,S3018,0,0.0687,0,0,1,0,0.3639,85,0
E005153,S1341,1,0.0387,0,1,1,0,0.1971,89,0
E005154,S0530,1,0.2483,0,0,1,0,0.7588,73,0
E005155,S1514,0,0.4194,0,0,0,0,0.5352,32,0
E005156,S0080,0,0.1908,0,1,1,0,0.1739,63,0
E005157,S0704,0,0.5578,3,1,0,0,0.6916,35,1
E005158,S0652,1,0.0753,0,0,1,0,0.5331,55,0
E005159,S1759,1,0.1095,0,0,1,0,0.0497,72,0
E005160,S2057,1,0.1865,1,1,1,0,0.0403,83,0
E005161,S2660,1,0.051,1,0,1,0,0.0925,80,0
E005162,S0237,0,0.4679,1,1,1,0,0.3595,45,0
E005163,S0416,1,0.025,0,0,1,0,0.1678,68,0
E005164,S2896,1,0.1474,1,0,1,0,0.0536,82,0
E005165,S3118,1,0.8351,1,1,0,0,0.4462,39,1
E005166,S2579,1,0.499,1,0,1,0,0.3877,48,0
E005167,S0316,1,0.105,2,1,1,0,0.0756,78,0
E005168,S1880,0,0.5848,1,0,0,0,0.6593,53,1
E005169,S0812,1,0.1065,0,0,1,0,0.5744,73,0
E005170,S1669,1,0.0421,0,0,1,0,0.1299,85,0
E005171,S3058,1,0.2139,0,0,1,0,0.1376,68,1
E005172,S2701,1,0.2192,0,0,1,0,0.0776,63,0
E005173,S1411,1,0.3907,3,0,1,0,0.421,65,1
E005174,S0132,0,0.2209,0,0,1,0,0.121,61,0
E005175,S3656,1,0.0865,0,0,1,0,0.0705,77,0
E005176,S0420,1,0.0467,1,0,1,0,0.0412,69,0
E005177,S3619,0,0.214,0,0,1,1,0.1708,42,0
E005178,S0182,1,0.0438,0,0,1,0,0.0696,77,0
E005179,S0206,1,0.2035,1,1,0,4,0.4527,55,1
E005180,S4108,1,0.0201,0,0,1,0,0.5293,88,0
E005181,S1096,1,0.0516,0,0,1,0,0.1493,71,0
E005182,S4101,0,0.5279,0,0,1,1,0.6998,51,1
E005183,S2626,1,0.0578,0,0,1,0,0.066,88,0
E005184,S0234,1,0.6316,0,0,1,2,0.5345,59,1
E005185,S3784,1,0.132,0,1,1,0,0.0569,86,0
E005186,S0608,1,0.1546,0,0,1,0,0.646,88,0
E005187,S4005,0,0.4461,0,1,1,1,0.2982,78,1
E005188,S2502,1,0.0442,0,0,1,0,0.0674,67,0
E005189,S2034,0,0.2665,0,0,1,5,0.725,47,0
E005190,S2586,1,0.0331,0,0,1,0,0.0068,84,0
E005191,S0172,0,0.8075,2,1,0,4,0.8376,25,1
E005192,S0258,0,0.1618,1,1,1,5,0.1239,54,1
E005193,S3429,0,0.0277,0,0,1,0,0.2831,72,0
E005194,S1721,0,0.589,1,1,1,0,0.1664,25,1
E005195,S0752,1,0.0447,1,1,1,0,0.2022,64,0
E005196,S0068,0,0.5907,1,0,1,4,0.2629,19,1
E005197,S1917,1,0.1302,1,0,1,1,0.5687,94,0
E005198,S1382,0,0.6358,1,1,0,0,0.7773,46,1
E005199,S0072,0,0.5116,4,0,0,5,0.8351,14,1
E005200,S0151,0,0.1152,0,0,1,0,0.3017,59,0
E005201,S0458,1,0.2473,0,0,1,0,0.0563,90,0
E005202,S0729,1,0.3204,0,1,1,0,0.0648,57,1
E005203,S0278,1,0.2391,0,0,1,3,0.5129,49,1
E005204,S0158,1,0.0249,0,0,0,0,0.1116,74,0
E005205,S0201,1,0.5875,1,1,1,2,0.4921,54,1
E005206,S0372,0,0.6915,3,0,0,2,0.3601,35,1
E005207,S0190,0,0.7467,5,1,0,2,0.5704,22,1
E005208,S0794,0,0.0564,0,0,1,0,0.2875,72,0
E005209,S1483,0,0.4234,0,0,0,0,0.299,100,0
E005210,S0685,1,0.0259,0,1,1,0,0.2929,75,0
E005211,S0123,0,0.8306,5,1,1,2,0.6971,0,1
E005212,S0176,1,0.5374,2,1,1,1,0.6625,25,1
E005213,S2274,1,0.1213,0,0,1,0,0.0467,76,1
E005214,S3117,0,0.6282,0,0,0,2,0.2981,93,1
E005215,S0009,1,0.2914,0,0,1,3,0.0549,42,1
E005216,S4194,1,0.0733,0,0,1,0,0.0691,84,0
E005217,S2164,1,0.0155,0,0,1,0,0.0226,61,0
E005218,S4071,0,0.1077,0,0,1,0,0.1332,69,0
E005219,S2600,0,0.5301,2,0,1,0,0.5859,51,1
E005220,S0723,1,0.1369,0,0,1,0,0.1121,89,0
E005221,S4057,1,0.0215,0,1,1,1,0.3192,64,0
E005222,S3642,1,0.1516,0,0,1,0,0.0868,86,0
E005223,S1614,1,0.0128,0,0,1,0,0.0964,76,0
E005224,S3324,1,0.0253,0,0,1,0,0.1896,85,0
E005225,S0066,0,0.7739,2,0,0,3,0.7071,0,1
E005226,S1518,1,0.0996,0,0,1,0,0.0335,78,0
E005227,S2350,1,0.2687,0,0,0,1,0.5158,82,0
E005228,S3044,1,0.1617,0,0,1,0,0.5347,76,0
E005229,S3651,1,0.0669,0,1,1,0,0.4057,69,1
E005230,S0238,0,0.288,3,1,1,0,0.659,11,1
E005231,S2792,1,0.35,0,1,1,0,0.3749,82,0
E005232,S0242,0,0.653,5,1,0,4,0.588,27,1
E005233,S0942,0,0.0737,0,1,1,0,0.0368,63,0
E005234,S0574,0,0.64,0,1,1,0,0.6146,9,1
E005235,S3107,0,0.6312,0,0,1,0,0.2789,56,0
E005236,S0952,1,0.1174,0,0,1,0,0.0188,70,0
E005237,S0455,1,0.1391,1,1,1,0,0.1362,72,0
E005238,S0090,0,0.7173,5,1,0,3,0.89,23,1
E005239,S1815,1,0.0668,1,1,1,0,0.068,70,0
E005240,S2334,0,0.0673,0,0,1,0,0.0715,78,1
E005241,S2982,0,0.3962,1,1,1,1,0.8452,55,1
E005242,S1891,0,0.2399,1,0,1,1,0.638,74,1
E005243,S1236,1,0.1323,1,1,1,0,0.0658,74,0
E005244,S2025,0,0.4363,4,1,0,0,0.4848,49,1
E005245,S2032,1,0.1909,0,0,1,0,0.0623,78,0
E005246,S0245,0,0.3462,0,0,1,5,0.2399,42,1
E005247,S1142,0,0.5887,1,0,0,1,0.4831,30,0
E005248,S0642,0,0.3805,2,1,0,3,0.1488,38,0
E005249,S3363,1,0.2416,0,0,1,0,0.0948,78,0
E005250,S2912,1,0.0756,0,0,1,0,0.0973,72,0
E005251,S0188,1,0.1237,0,0,1,0,0.154,74,0
E005252,S0714,1,0.1469,0,0,1,0,0.1275,98,0
E005253,S3407,1,0.1447,0,1,1,0,0.2365,70,0
E005254,S2311,0,0.7521,1,1,0,1,0.8446,45,1
